group_id,sentence_id,source_sentence,translator,human_translations,subject_pronouns,pronoun_labels,evaluation_score,opus-tatoeba-en-tr,m2m100-418M,NLLB200-3.3B,translategemma-4b,sentence_index,coreference,llama3.1-IT-8B,human_translations_has_onun,opus-tatoeba-en-tr_has_onun,m2m100-418M_has_onun,NLLB200-3.3B_has_onun,translategemma-4b_has_onun,llama3.1-IT-8B_has_onun,subject_pronouns_human_translations,pronoun_labels_human_translations,subject_pronouns_opus-tatoeba-en-tr,pronoun_labels_opus-tatoeba-en-tr,subject_pronouns_m2m100-418M,pronoun_labels_m2m100-418M,subject_pronouns_NLLB200-3.3B,pronoun_labels_NLLB200-3.3B,subject_pronouns_translategemma-4b,pronoun_labels_translategemma-4b,subject_pronouns_llama3.1-IT-8B,pronoun_labels_llama3.1-IT-8B,finetuned-llama3.1-IT-8B,subject_pronouns_finetuned-llama3.1-IT-8B,pronoun_labels_finetuned-llama3.1-IT-8B
67,133,He recalled what he had written before.,Translator2,Daha önce yazdıklarını hatırladı.,"['he', 'he']","[0, 0]",5,Daha önce yazdıklarını hatırladı.,Daha önce yazdığını hatırlıyordu.,O daha önce yazdıklarını hatırladı.,Önce yazdıklarını hatırladı.,1,1,Önceden yazdıklarını hatırladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","-,-","""0,0""",O daha önce yazdıklarını hatırladı.,"o,-","""1,0"""
67,134,He recalled what she had written before.,Translator2,Onun daha önce yazdıklarını hatırladı.,"['he', 'she']","[0, 1]",5,Daha önce yazdıklarını hatırladı.,Daha önce yazdığını hatırlıyordu.,"O, onun daha önce yazdıklarını hatırladı.","O, daha önce o tarafından yazılanları hatırladı.",2,0,O önce yazdıklarını hatırladı.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","o,-","""1,0""","o,-","""1,0""","O, onun daha önce yazdıklarını hatırladı.","o,onun","""1,1"""
68,135,She explained what she needed for the project.,Translator1,Projede neye ihtiyacı olduğunu açıkladı.,"['she', 'she']","[0, 0]",5,Proje için neye ihtiyacı olduğunu açıkladı.,Proje için neye ihtiyacı olduğunu anlattı.,Projede ne istediğini açıkladı.,"O, projenin için ihtiyaç duyduğu şeyleri anlattı.",1,1,Proje için ne gerektiğini açıkladı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, projeksiyon için neye ihtiyac olduğunu açıkladı.","o,-","""1,0"""
68,136,She explained what he needed for the project.,Translator1,"Onun, projede neye ihtiyacı olduğunu açıkladı.","['she', 'he']","[0, 1]",5,Proje için neye ihtiyacı olduğunu açıkladı.,Proje için neye ihtiyacı olduğunu anlattı.,Projede neyin gerekli olduğunu açıkladı.,"O, projenin için neye ihtiyacı olduğunu anlattı.",2,0,O proje için ne gerektiğini açıkladı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","O, projeye için onun neye ihtiyacı olduğunu açıkladı.","o,onun","""1,0"""
69,137,She discovered what she was truly capable of.,Translator1,Gerçekten yapabileceklerinin farkına vardı.,"['she', 'she']","[0, 0]",4,Gerçekten neler yapabileceğini keşfetti.,Gerçekten ne yapabildiğini keşfetti.,Gerçekten ne yapabileceğini keşfetmiş.,Kendinin gerçekten neler yapabileceğini keşfetti.,1,1,Gerçekte neler yapabileceğini keşfetti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,kendinin","""0,1""","o,-","""1,0""",Gerçekten ne kadar yeteneğine sahip olduğunu keşfetti.,"o,-","""1,0"""
69,138,She discovered what he was truly capable of.,Translator1,"Onun, gerçekten yapabileceklerinin farkına vardı.","['she', 'he']","[0, 1]",4,Gerçekten neler yapabileceğini keşfetti.,Gerçekten ne yapabileceğini keşfetti.,Gerçekten ne yapabileceğini keşfetmiş.,"O, onun gerçekte neler yapabileceğini keşfetti.",2,0,O ne kadar gerçek bir potansiyeline sahip olduğunu keşfetti.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","o,-","""1,0""",O onun gerçekten neyin mümkün olduğunu keşfetti.,"o,onun","""1,1"""
70,139,He asked whether he should leave early.,Translator2,Erken ayrılıp ayrılmaması gerektiğini sordu.,"['he', 'he']","[0, 0]",5,Erken mi gitmesi gerektiğini sordu.,Erken ayrılmalı mı diye sordu.,Erken ayrılmak isteyip istemediğini sordu.,"O, erken ayrılmalı mı diye sordu.",1,1,Erken ayrı mı olmalı diye sordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, erken mi ayrılması gerektiğini sordu.","o,-","""1,0"""
70,140,He asked whether she should leave early.,Translator2,"Onun, erken ayrılıp ayrılmaması gerektiğini sordu.","['he', 'she']","[0, 1]",5,Erken mi gitmesi gerektiğini sordu.,Erken ayrılmalı mı diye sordu.,Erken çıkıp çıkmaması gerektiğini sordu.,"O, onun erken ayrılmasının gerekli olup olmadığını sordu.",2,0,Erken ayrı mı.shouldu?,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","-,-","""0,0""","O, erken mi ayrması gerektiğini sordu.","o,-","""1,0"""
71,141,She wondered whether she could find a better place.,Translator1,Daha iyi bir yer bulup bulamayacağını merak etti.,"['she', 'she']","[0, 0]",5,Daha iyi bir yer bulup bulamayacağını merak ediyordu.,Daha iyi bir yer bulabiliyor mu diye merak ediyordu.,Daha iyi bir yer bulabilecek mi diye merak etti.,Başka daha iyi bir yer bulup bulamayacağını merak etti.,1,1,Bir daha iyi yer bulabilir miydi diye düşündü.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, daha iyi bir yer bulup bulamayacağını merak etti.","o,-","""1,0"""
71,142,She wondered whether he could find a better place.,Translator1,"Onun, daha iyi bir yer bulup bulamayacağını merak etti.","['she', 'he']","[0, 1]",5,Daha iyi bir yer bulup bulamayacağını merak ediyordu.,Daha iyi bir yer bulabiliyor mu diye merak ediyordu.,Daha iyi bir yer bulabilir mi diye merak ediyordu.,"O, onun daha iyi bir yer bulup bulamayacağını merak etti.",2,0,"O, daha iyi bir yer bulup bulamayacağını merak ediyordu.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","o,-","""1,0""","O, daha iyi bir yer bulup bulamayacağını merak etti.","o,-","""1,0"""
72,143,He determined whether he needed more information.,Translator2,Daha fazla bilgiye ihtiyacı olup olmadığını belirledi.,"['he', 'he']","[0, 0]",5,Daha fazla bilgiye ihtiyacı olup olmadığına karar verdi.,Daha fazla bilgiye ihtiyacı olup olmadığına karar verdi.,Daha fazla bilgiye ihtiyacı olup olmadığını belirledi.,Daha fazla bilgiye ihtiyaç duyup duymadığını belirledi.,1,1,Bilgi daha mı lazım olduğunu belirledi.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""",Daha fazla bilgiye ihtiyacının olup olmadığını belirledi.,"-,-","""0,0"""
72,144,He determined whether she needed more information.,Translator2,"Onun, daha fazla bilgiye ihtiyacı olup olmadığını belirledi.","['he', 'she']","[0, 1]",5,Daha fazla bilgiye ihtiyacı olup olmadığına karar verdi.,Daha fazla bilgiye ihtiyacı olup olmadığına karar verdi.,Daha fazla bilgiye ihtiyacı olup olmadığını belirledi.,"O, onun daha fazla bilgiye ihtiyacı olup olmadığını belirledi.",2,0,"O, ona daha fazla bilgi gerektiği konusunda karar verdi.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","o,-","""1,0""","O, onun daha fazla bilgiye ihtiyacı olup olmadığına karar verdi.","o,onun","""1,1"""
73,145,She considered whether she ought to tell the truth.,Translator1,Gerçeği söylemek zorunda olup olmadığını düşündü.,"['she', 'she']","[0, 0]",5,Doğruyu söyleyip söylememesi gerektiğini düşündü.,Gerçeği söylemesi gerektiğini düşündü.,"O, gerçeği söyleyip söylememesi gerektiğini düşündü.",Doğruluğu söyleyip söylememesi gerektiği konusunda düşünüyordu.,1,1,Doğruyu söylemeye hakkı olup olmadığını düşündü.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","-,-","""0,0""",Gerçeği söylemem gerekip gerekmediğini düşündü.,"-,-","""0,0"""
73,146,She considered whether he ought to tell the truth.,Translator1,"Onun, gerçeği söylemek zorunda olup olmadığını düşündü.","['she', 'he']","[0, 1]",5,Doğruyu söyleyip söylememesi gerektiğini düşündü.,Gerçeği söylemesi gerektiğini düşündü.,"O, onun gerçeği söylemesi gerektiğini düşündü.","On, bunun doğruyu söylemesi gerekip gerekmediğini düşündü.",2,0,"O, ona gerçeği söylemesi gerektiğini düşünüyordu.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","-,bunun","""0,1""","o,-","""1,0""",Gerçeği söylemem gerekip gerekmediğini düşündü.,"-,-","""0,0"""
74,147,He checked whether he had turned off the lights.,Translator1,Işıkları kapatıp kapatmadığını kontrol etti.,"['he', 'he']","[0, 0]",5,Işıkları kapatıp kapatmadığını kontrol etti.,Işıkları kapatmış olup olmadığını kontrol etti.,Işıkları kapatıp kapatmadığını kontrol etti.,Açıkların kapalı olup olmadığını kontrol etti.,1,1,Aydınlıkları kapalı olduğundan emin olmak için kontrol etti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, ışıkları kapatıp kapatmadığımı kontrol etti.","o,-","""1,0"""
74,148,He checked whether she had turned off the lights.,Translator1,"Onun, ışıkları kapatıp kapatmadığını kontrol etti.","['he', 'she']","[0, 1]",5,Işıkları kapatıp kapatmadığını kontrol etti.,Işıkları kapatmış olup olmadığını kontrol etti.,Işıkları kapatıp kapatmadığını kontrol etti.,"O, ışıkların kapalı olup olmadığını kontrol etti.",2,0,Aydınlıkları kapatıp kapatmadığını kontrol etti.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, ışıkları kapatıp kapatmadığını kontrol etti.","o,-","""1,0"""
75,149,She debated whether she was ready to move out.,Translator2,Taşınmaya hazır olup olmadığını düşündü.,"['she', 'she']","[0, 0]",5,Taşınmaya hazır olup olmadığını tartıştı.,Dışarı çıkmaya hazır olup olmadığını tartıştı.,Taşınmaya hazır olup olmadığını tartıştı.,Çıkıp taşınmak için hazır olup olmadığını tartışıyordu.,1,1,Çıkıp gitmek için hazır mı olduğunu tartıştı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, taşınmaya hazır olup olmadığını tartıştı.","o,-","""1,0"""
75,150,She debated whether he was ready to move out.,Translator2,"Onun, taşınmaya hazır olup olmadığını düşündü.","['she', 'he']","[0, 1]",5,Taşınmaya hazır olup olmadığını tartıştı.,Dışarı çıkmaya hazır olup olmadığını tartıştı.,Evden taşınmaya hazır olup olmadığını tartıştı.,"O, onun taşınmaya hazır olup olmadığını tartıştı.",2,0,"O, onu taşınmaya hazır olup olmadığını tartıştı.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","o,-","""1,0""","O, onun taşınmaya hazır olup olmadığını tartıştı.","o,onun","""1,1"""
76,151,He questioned whether he could trust anyone anymore.,Translator2,Artık kimseye güvenip güvenemeyeceğini sorguladı.,"['he', 'he']","[0, 0]",5,Artık birine güvenip güvenemeyeceğini sorguladı.,Artık kimseye güvenebilir mi diye sordu.,Artık kimseye güvenebileceğini sorgulamıştı.,Artık kimseyi güvenebileceğinden şüphe etti.,1,1,Artık kimseye güvenebileceğini mi soruyor?,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""",Artık birine güvenebilip güvenemeyeceğini sordu.,"-,-","""0,0"""
76,152,He questioned whether she could trust anyone anymore.,Translator2,"Onun, artık kimseye güvenip güvenemeyeceğini sorguladı.","['he', 'she']","[0, 1]",5,Artık birine güvenip güvenemeyeceğini sorguladı.,Artık kimseye güvenebiliyor mu diye sordu.,Birine güvenebileceğini sormuştu.,"O, artık kimseyi güvenebileceğinden şüphe etti.",2,0,Artık kimseye güvenebilirmi diye sorguladı.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, artık birine güvenebilip güvenemeyeceğini sordu.","o,-","""1,0"""
77,153,She asked if she might join later.,Translator1,Daha sonra katılıp katılamayacağını sordu.,"['she', 'she']","[0, 0]",5,Daha sonra katılıp katılamayacağını sordu.,Daha sonra katılabilir mi diye sordu.,Daha sonra katılabileceğini sordu.,Daha sonra katılıp katılamayacağını sordu.,1,1,Sonra katılıp katılamayacağını sordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, daha sonra katılmış olup olmadığımı sordu.","o,-","""1,0"""
77,154,She asked if he might join later.,Translator1,"Onun, daha sonra katılıp katılamayacağını sordu.","['she', 'he']","[0, 1]",5,Daha sonra katılıp katılamayacağını sordu.,Daha sonra katılabilir mi diye sordu.,Daha sonra katılabileceğini sordu.,"O, daha sonra katılıp katılamayacağını sordu.",2,0,Onu daha sonra katılmaya davet etmesini sordu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, daha sonra katılmış olup olamayacağını sordu.","o,-","""1,0"""
78,155,He thought about whether he had made the right choice.,Translator2,Doğru seçimi yapıp yapmadığını düşündü.,"['he', 'he']","[0, 0]",5,Doğru seçimi yapıp yapmadığını düşündü.,Doğru seçim yapmış olup olmadığını merak ediyordu.,Doğru seçim yapıp yapmadığını düşündü.,"O, doğru seçim yaptığını düşünüyordu.",1,1,Haklı seçim yaptımı diye düşünüyordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, doğru seçim yapmış olup olmadığını düşündü.","o,-","""1,0"""
78,156,He thought about whether she had made the right choice.,Translator2,"Onun, doğru seçimi yapıp yapmadığını düşündü.","['he', 'she']","[0, 1]",5,Doğru seçimi yapıp yapmadığını düşündü.,Doğru seçim yapmış olup olmadığını merak ediyordu.,Doğru seçim yapıp yapmadığını düşündü.,"O, o'nun doğru bir seçim yaptığından emin olmak için düşündü.",2,0,"O, doğru seçim yaptı mı diye düşünüyordu.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,o'nun","""1,1""","o,-","""1,0""","O, onun doğru seçim yapmış olup olmadığını düşündü.","o,onun","""1,1"""
79,157,He doubted that he had made the right choice.,Translator2,Doğru seçimi yapıp yapmadığından şüphe etti.,"['he', 'he']","[0, 0]",5,Doğru seçimi yaptığından şüphe duyuyordu.,Doğru seçim yapmış olduğundan şüpheleniyordu.,Doğru seçim yaptığını sordu.,Doğru kararı vermiş olabileceğinden şüphe ediyordu.,1,1,Haklı bir seçim yaptığını düşündüğü gibi olmadığını düşündü.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, doğru seçim yapmış olmasındaki şüpheyle ilgilendi.","o,-","""1,0"""
79,158,He doubted that she had made the right choice.,Translator2,Onun doğru seçimi yapıp yapmadığından şüphe etti.,"['he', 'she']","[0, 1]",5,Doğru kararı verdiğinden şüphe duyuyordu.,Doğru seçim yapmış olduğundan şüpheleniyordu.,Doğru seçim yaptığını düşünüyordu.,"O, onun doğru kararı verdiğinden şüphe etti.",2,0,"O, doğru seçimi yaptığından emin değildi.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","o,-","""1,0""","O, onun doğru seçim yaptığından şüphe etti.","o,onun","""1,1"""
80,159,She wondered if she was really prepared for the exam.,Translator1,Sınava gerçekten hazır olup olmadığını merak etti.,"['she', 'she']","[0, 0]",5,Sınava gerçekten hazır olup olmadığını merak ediyordu.,Sınava gerçekten hazır olup olmadığını merak ediyordu.,Sınava gerçekten hazır olup olmadığını merak ediyordu.,Sınava hazırlıklı olup olmadığını merak etti.,1,1,Sınav için gerçekten hazır mıydı diye merak etti.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, sınav için gerçekten hazırlanıp hazırlanmadığını merak etti.","o,-","""1,0"""
80,160,She wondered if he was really prepared for the exam.,Translator1,"Onun, sınava gerçekten hazır olup olmadığını merak etti.","['she', 'he']","[0, 1]",5,Sınava gerçekten hazır olup olmadığını merak ediyordu.,Sınava gerçekten hazır olup olmadığını merak ediyordu.,"O, sınava gerçekten hazırlanmış mıydı merak ediyordu.","O, sınav için hazır olup olmadığını merak etti.",2,0,O sınav için gerçekten hazır mı diye düşündü.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,-","""1,0""","o,-","""1,0""","O, sınav için gerçekten hazırlanıp hazırlanmadığını merak etti.","o,-","""1,0"""
81,161,She asked if she could borrow the book.,Translator1,Kitabı ödünç alıp alamayacağını sordu.,"['she', 'she']","[0, 0]",5,Kitabı ödünç alabilir miyim diye sordu.,Kitabı ödünç alabilir mi diye sordu.,Kitabı ödünç alabilir mi diye sordu.,Kitabı ödünç alabilir miyim diye sordu.,1,1,Kitabı kiralayabilir mi diye sordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, kitabı ödünç alabilip alamayacağını sordu.","o,-","""1,0"""
81,162,She asked if he could borrow the book.,Translator1,"Onun, kitabı ödünç alıp alamayacağını sordu.","['she', 'he']","[0, 1]",5,Kitabı ödünç alıp alamayacağını sordu.,Kitabı ödünç alabilir mi diye sordu.,"O, kitabı ödünç alabilir mi diye sordu.","O, kitabın ödünç alıp alamayacağını sordu.",2,0,Kitapını kiralayabilir mi diye sordu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","o,kitabın","""1,1""","-,-","""0,0""","O, kitabı ödünç alabilip alamayacağını sordu.","o,-","""1,0"""
82,163,She wondered if she was expected to arrive early.,Translator1,Erken gelmesinin beklenip beklenmediğini merak etti.,"['she', 'she']","[0, 0]",5,Erken gelmesi beklenip beklenmediğini merak etti.,Erken gelmesi bekleniyor mu diye merak ediyordu.,Erken gelmesini bekleniyor mu diye merak etti.,Erken gelmem gerekip gelmem gerektiği konusunda merak ediyordu.,1,1,Erken varmasını bekleniyor mu diye düşündü.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""",O erken gelmemin beklenip beklenmediğini merak etti.,"o,-","""1,0"""
82,164,She wondered if he was expected to arrive early.,Translator1,"Onun, erken gelmesinin beklenip beklenmediğini merak etti.","['she', 'he']","[0, 1]",5,Erken gelmesi beklenip beklenmediğini merak ediyordu.,Erken gelmesi bekleniyor mu diye merak ediyordu.,Onun erken gelmesini bekliyor muydu merak etti.,"O, erken gelmesi beklendiğini merak etti.",2,0,Onu erkenden bekliyorlar mı diye merak etti.,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,onun","""0,1""","o,-","""1,0""","-,-","""0,0""","O, onun erken gelmesini beklenip beklenmediğini merak etti.","o,onun","""1,1"""
83,165,He debated whether he should take a different route.,Translator1,Başka bir yoldan gidip gitmemesi gerektiğini düşündü.,"['he', 'he']","[0, 0]",5,Farklı bir yoldan gidip gitmemesi gerektiğini tartıştı.,Başka bir yoldan çıkması gerektiğini tartıştı.,Farklı bir yol seçip seçmeyeceğini düşünüyordu.,Farklı bir rota izleyip etmemesi konusunda tartıştığını söyledi.,1,1,Farklı bir yol takip etmenin doğru olup olmadığını tartıştı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, farklı bir rotaya mı gideceğini tartıştı.","o,-","""1,0"""
83,166,He debated whether she should take a different route.,Translator1,"Onun, başka bir yoldan gidip gitmemesi gerektiğini düşündü.","['he', 'she']","[0, 1]",5,Başka bir yoldan gidip gitmemesi gerektiğini tartıştı.,Başka bir yoldan çıkması gerektiğini tartıştı.,Başka bir yoldan gitmesi gerektiğini düşünüyordu.,"O, onun farklı bir yol izlemesi gerektiği konusunda tartıştı.",2,0,Onu farklı bir rotayı seçmesi gerekip gerekmediği hakkında tartıştı.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,onun","""1,1""","-,-","""0,0""","O, farklı bir rotaya mı götürülmesi gerektiği hakkında düşündü.","o,-","""1,0"""
84,167,He asked if he could leave early.,Translator2,Erken çıkıp çıkamayacağını sordu.,"['he', 'he']","[0, 0]",5,Erken çıkabilir miyim diye sordu.,Erken ayrılabilir mi diye sordu.,Erken gidebilir mi diye sordu.,Çıkış saatini erken değiştirebileceğimi sordu.,1,1,Erken ayrılamayı isteyip istemediğini sordu.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, erken ayrılıp ayrılamayacağını sordu.","o,-","""1,0"""
84,168,He asked if she could leave early.,Translator2,"Onun, erken çıkıp çıkamayacağını sordu.","['he', 'she']","[0, 1]",5,Erken çıkabilir mi diye sordu.,Erken ayrılabilir mi diye sordu.,Erken gidebilir mi diye sordu.,"O, erken çıkıp çıkamayacağını sordu.",2,0,Erken ayrılabileceğini sordu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, erken ayrılıp ayrılamayacağını sordu.","o,-","""1,0"""
85,169,He wondered if he had overlooked an important detail.,Translator1,Önemli bir detayı gözden kaçırıp kaçırmadığını merak etti.,"['he', 'he']","[0, 0]",5,Önemli bir ayrıntıyı gözden kaçırıp kaçırmadığını merak etti.,Önemli bir ayrıntıyı görmezden geldiğini merak ediyordu.,Belki de önemli bir ayrıntıyı gözden kaçırmıştı.,Belki önemli bir detayı gözden kaçırmış olabileceğini düşündü.,1,1,Önemli bir ayrıntı kaçırmış mı diye düşündü.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, önemli bir ayrıntıyı kaçırdığından merak etti.","o,-","""1,0"""
85,170,He wondered if she had overlooked an important detail.,Translator1,"Onun, önemli bir detayı gözden kaçırıp kaçırmadığını merak etti.","['he', 'she']","[0, 1]",5,Önemli bir detayı gözden kaçırıp kaçırmadığını merak etti.,Önemli bir ayrıntıyı görmezden geldiğini merak ediyordu.,Belki de önemli bir ayrıntıyı gözden kaçırmıştı.,Önemli bir detayı gözden kaçırmış olabileceğini merak etti.,2,0,Ona önemli bir detayın kaçırıldığını düşünüyordu.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","O, onun önemli bir ayrıntıyı kaçırmış olup olmadığını merak etti.","o,onun","""1,1"""
86,171,He greeted the doctor whom he trusted completely.,Translator2,Çok güvendiği doktoru selamladı.,"['he', 'he']","[0, 0]",5,Tamamen güvendiği doktoru selamladı.,Tamamen güvenebileceği doktora selam verdi.,Tamamen güvendiği doktora selam verdi.,"O, kendisine tamamen güvendiği doktora selam verdi.",1,1,Hemencele ile saygı duyduğu doktora selam verdi.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, tamamen güvendiği doktoru selamladı.","o,-","""1,0"""
86,172,He greeted the doctor whom she trusted completely.,Translator2,"Onun, çok güvendiği doktoru selamladı.","['he', 'she']","[0, 1]",5,Tamamen güvendiği doktoru selamladı.,Tamamen güvenebileceği doktora selam verdi.,Tamamen güvendiği doktora selam verdi.,"O, kendisine tamamen güventi doktoru selamladı.",2,0,"Hemencele doktoru, tamamen güvendiği kadını selamladı.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,onun","""0,1""","-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","O, tamamen güvendiği doktoru selamladı.","o,-","""1,0"""
87,173,He opened the envelope which he had sealed earlier.,Translator2,Daha önceden mühürlediği zarfı açtı.,"['he', 'he']","[0, 0]",5,Daha önce mühürlediği zarfı açtı.,Daha önce işaretlediği kapıyı açtı.,O daha önce mühürlediği zarfı açtı.,Daha önce kapatıp koyduğu zarfı açtı.,1,1,Önceki zamanda kapalı olan zarfı açtı.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"-,-","""0,0""","-,-","""0,0""","-,-","""0,0""","o,-","""1,0""","-,-","""0,0""","-,-","""0,0""",Daha önce mühürlediği kağıt çantasını açtı.,"-,-","""0,0"""
